Date,Close,Open,High,Low,Volume,momentum_rsi,momentum_stoch,momentum_roc,momentum_wr,trend_macd,trend_macd_signal,trend_ema_fast,trend_ema_slow,volatility_bbh,volatility_bbl,volatility_atr
2015-02-20,3.059999942779541,3.0299999713897705,3.130000114440918,3.0199999809265137,10666700,60.59738667911222,56.94443984531928,10.869563527278498,-43.05556015468072,0.12718085511535016,0.12835215780532352,3.0173282512934048,2.8901473961780546,3.377431127144411,2.4145688089594097,0.13256096986248794
2015-02-23,3.059999942779541,3.049999952316284,3.0999999046325684,3.0299999713897705,6323500,60.59738667911222,55.07246026269588,7.368422637685898,-44.92753973730412,0.12116406060997376,0.12691453836625358,3.023893126906657,2.902729066296683,3.3665578848731323,2.486442040740271,0.12630486620051892
2015-02-24,3.109999895095825,3.059999942779541,3.119999885559082,3.0199999809265137,10916300,62.9935714111032,57.37704341368562,-6.0422976175572884,-42.62295658631438,0.1190578609901376,0.12534320289103038,3.037140322012683,2.9180824610225455,3.373223760132925,2.5297761654804782,0.12367437004372386
2015-02-25,3.0999999046325684,3.0799999237060547,3.140000104904175,3.059999942779541,6151300,62.179139732185334,46.000003814697266,2.3102288417082386,-53.999996185302734,0.11525319981524662,0.12332520227587362,3.046811027031127,2.9315578272158804,3.381391365003916,2.561608546304373,0.11930694925181487
2015-02-26,3.0799999237060547,3.0999999046325684,3.130000114440918,3.059999942779541,8680900,60.494568087825854,53.57138295562434,1.31578823536055,-46.42861704437566,0.1093634730679578,0.12053285643429047,3.0519170111349623,2.9425535380670045,3.3748095960464393,2.6131902961883626,0.11437627149277108
2015-02-27,3.109999895095825,3.069999933242798,3.119999885559082,3.069999933242798,7150200,62.15100562792038,71.99993133544922,2.3026294118809623,-28.00006866455078,0.10589586751564228,0.11760545865056085,3.0608528394366337,2.9549569719209914,3.3591704611165145,2.678829431118288,0.10793863957512237
2015-03-02,3.2100000381469727,3.130000114440918,3.2300000190734863,3.109999895095825,15638100,67.10259235968053,91.30435684002114,4.560264102556336,-8.695643159978854,0.10994951141445375,0.11607426920333944,3.0837985623151476,2.973849050900694,3.331349701943506,2.770650200781714,0.10914478801537623
2015-03-03,3.140000104904175,3.200000047683716,3.2300000190734863,3.130000114440918,8644000,61.07889801905862,60.86960578009516,0.6410326948300152,-39.13039421990484,0.10628841710025672,0.1141170987827229,3.09244495348269,2.9861565363824334,3.2957215767078085,2.853278328878434,0.10823029967709545
2015-03-04,3.049999952316284,3.140000104904175,3.140000104904175,3.009999990463257,12122100,54.32639456890312,18.18179847780594,-3.174607619797007,-81.81820152219406,0.09502927499978409,0.11029953402613514,3.0859149533032433,2.990885678303459,3.2576297580145233,2.920370143757022,0.11040728115347771
2015-03-05,2.9800000190734863,3.0999999046325684,3.0999999046325684,2.9800000190734863,11472300,49.72210924481587,0.0,-4.1800604632603475,-100.0,0.07954101486181342,0.1041478301932708,3.0696203480371267,2.9900793331753133,3.2341325796081173,2.9568673336075197,0.11136654159403814
2015-03-06,2.9200000762939453,2.9600000381469727,2.990000009536743,2.8299999237060547,16785200,46.114444130610636,22.50003278254681,-5.194800369332063,-77.49996721745319,0.06171356758199531,0.09566097767101571,3.046601844692022,2.9848882771100267,3.1970619225682704,2.954938003998807,0.11622989601770317
2015-03-09,2.930000066757202,2.9200000762939453,2.9800000190734863,2.9000000953674316,12405900,46.80717282882706,25.000029802315282,-4.2483620409565725,-74.99997019768472,0.047840625874568055,0.08609690731172619,3.0286631096251266,2.9808224837505586,3.206631794268649,2.9353681418351716,0.11260689878653833
2015-03-10,2.9200000762939453,2.9700000286102295,2.9800000190734863,2.9200000762939453,10312400,46.168002536943675,22.50003278254681,-4.575159121030156,-77.49996721745319,0.03562859964661458,0.07600324577870386,3.011945719881868,2.9763171202352536,3.2153993951254463,2.9146005524224665,0.10734620318583861
2015-03-11,2.8399999141693115,2.9200000762939453,2.950000047683716,2.799999952316284,11772800,41.308222196349604,9.302315265828357,-7.1895435530757945,-90.69768473417165,0.019272969587459166,0.06465719054045492,2.9854925190030133,2.966219549415554,3.234499249932436,2.8755006928471047,0.11161159240399791
